Timestamp,Reading 1,Reading 5, Reading 10, Inserting 1,Inserting 5,Inserting 10, Updating 1,Updating 5,Updating 10, Deleting 1,Deleting 5,Deleting  10, 10 Simul. Readers,50 Simul. Reader,100 Simul. Readers,10 Simul. Tasks,50 Simul. Tasks,100 Simul. Tasks,10 Simul. Transactions,50 Simul. Transactions,100 Simul. Transactions
4.71888,2.09295,0.514279,0.292212,2.39285,0.559563,0.392769,2.32641,0.557201,0.432968,1.81964,0.346121,0.146528,0.319518,0.281723,0.277664,0.557841,0.291367,0.306805
5.04257,1.97147,0.377431,0.290523,2.19799,0.538235,0.348857,2.52895,0.543469,0.380634,1.11742,0.260957,0.149684,0.335563,0.354628,0.3512,0.622738,0.40417,0.444209
5.41944,2.71383,1.12706,0.735759,2.83289,1.21196,0.592476,2.36491,0.585093,0.361523,1.2875,0.281463,0.171204,0.329213,0.282948,0.286397,0.579438,0.35195,0.313277
5.74973,2.18961,0.489436,0.296005,2.4694,0.560135,0.416257,2.41284,0.583814,0.345184,1.38798,0.263402,0.161459,0.344155,0.27952,0.279623,0.54134,0.287826,0.305773
6.08712,2.40761,0.496346,0.297933,2.6282,0.551719,0.359803,2.09588,0.5424,0.310255,1.08689,0.243196,0.158063,0.32361,0.298525,0.57232,0.60953,0.415663,0.642262
6.41906,2.39354,0.491834,0.303489,2.63688,0.600638,0.326124,2.29597,0.544478,0.327295,1.16319,0.238409,0.14685,0.359857,0.280555,0.301383,0.596943,0.352351,0.353399
6.75286,2.10746,0.494085,0.299338,2.64673,0.554348,0.341303,2.18554,0.544676,0.313334,1.50398,0.347447,0.201578,0.348814,0.299839,0.384206,0.580638,0.328695,0.342892
7.08897,2.5033,0.487643,0.288261,2.14142,0.536541,0.334702,2.27358,0.540562,0.311622,1.15634,0.246021,0.141714,0.340828,0.474219,0.441034,0.615389,0.491838,0.638147
7.44651,2.16176,0.511744,0.294047,2.54713,0.606081,0.597672,2.77771,0.626138,0.390022,2.05404,0.277903,0.166841,0.365347,0.329441,0.288624,0.599683,0.324192,0.331153
7.78507,2.13444,0.500549,0.292294,2.35666,0.779479,0.33361,2.36796,0.575931,0.331459,1.50251,0.328649,0.195575,0.329354,0.380131,0.274227,0.617679,0.338562,0.470795
8.10415,2.17391,0.402604,0.290828,2.25874,0.542804,0.311849,2.17054,0.551021,0.313372,1.32722,0.259692,0.150521,0.334172,0.28953,0.281713,0.596692,0.361889,0.325111
8.4331,2.03891,0.404164,0.298631,2.40743,0.562226,0.352687,2.42322,0.57867,0.369541,1.17569,0.247898,0.153083,0.330482,0.295616,0.517897,0.610254,0.408595,0.358599
8.75956,2.15535,0.512835,0.28975,2.32536,0.555063,0.332377,2.3574,0.551487,0.308011,1.32759,0.264375,0.159796,0.325604,0.293459,0.330263,0.60804,0.337515,0.350297
9.09416,2.55721,0.546167,0.321638,2.8024,0.599523,0.459576,2.12394,0.534739,0.327927,1.10175,0.221267,0.135782,0.339775,0.29371,0.288604,0.554984,0.334889,0.328896
9.45888,1.92552,0.501346,0.290962,2.04174,0.534969,0.316852,2.3922,0.811456,0.362588,2.29573,0.412282,0.243048,0.583715,0.382,0.357887,1.37505,0.358764,0.493066
9.78661,2.23643,0.494504,0.299607,2.29083,0.558654,0.345874,2.33318,0.54534,0.476661,1.36566,0.26068,0.160737,0.318614,0.273081,0.278025,0.628797,0.288695,0.304967
10.1197,2.45675,0.51842,0.33138,2.50569,0.569784,0.390385,2.25542,0.629469,0.326092,1.18044,0.263745,0.18633,0.337634,0.298602,0.284636,0.58169,0.334689,0.330601
10.4714,2.1454,0.500422,0.289133,2.36406,0.547266,0.313728,2.56304,0.603543,0.416239,1.81175,0.492333,0.29685,0.345116,0.37114,0.323133,0.602176,0.395645,0.521356
10.8006,2.41646,0.506752,0.325332,2.3769,0.551354,0.315751,2.25907,0.538103,0.306609,1.16886,0.242431,0.152838,0.310618,0.316108,0.298973,0.595195,0.335184,0.529264
11.1172,2.02357,0.533057,0.307808,2.3257,0.577463,0.36978,2.28195,0.532617,0.308807,1.01912,0.220218,0.1381,0.330844,0.289676,0.282491,0.572035,0.332721,0.349724
11.4715,1.99045,0.500282,0.286224,2.05935,0.534873,0.334704,2.22792,0.538887,0.348868,1.55634,0.427067,0.253519,0.814141,0.790068,0.713363,0.67227,0.465425,0.538832
11.8183,3.29037,1.21386,0.312844,1.96722,0.610362,0.356767,2.19576,0.542051,0.316395,1.21704,0.253224,0.161584,0.331528,0.291142,0.279637,0.6488,0.284263,0.330071
12.1554,2.67616,0.490352,0.294934,2.49749,0.608585,0.482535,2.43043,0.541436,0.322713,1.07851,0.242563,0.150037,0.341627,0.293962,0.286875,0.599484,0.338334,0.347277
12.5025,2.46197,0.520246,0.281098,2.19014,0.545813,0.356986,2.34853,0.542571,0.314216,1.71175,0.367854,0.22043,0.428022,0.285755,0.448321,0.651291,0.458282,0.487086
12.839,2.735,0.408217,0.315654,2.17443,0.551773,0.371111,2.31829,0.54816,0.31668,1.14697,0.24793,0.159549,0.336744,0.331547,0.28571,0.579191,0.655106,0.5099
13.1715,2.18228,0.398427,0.294966,2.2807,0.553556,0.503117,2.38013,0.578486,0.348753,1.73673,0.235114,0.142368,0.307056,0.292218,0.281919,0.572879,0.321986,0.331442
13.5007,2.52694,0.525726,0.282786,2.08499,0.54987,0.329542,2.06906,0.544448,0.524706,1.13163,0.258717,0.160363,0.339356,0.360255,0.384209,0.556745,0.40643,0.514506
13.9415,2.91502,1.206,0.767832,3.12129,1.23604,0.387374,3.11658,0.775432,0.422695,2.46569,0.483772,0.258584,0.483003,0.322983,0.321251,0.811569,0.626068,0.524288
14.5943,2.84394,1.9246,1.79836,2.48423,0.666866,0.356586,3.49663,0.795556,0.429003,10.7777,1.66728,0.739131,1.12615,0.412518,0.645433,1.47434,0.612451,0.714793
15.4492,7.99603,4.99524,2.59621,6.82034,1.66299,0.904355,7.23806,1.69644,0.900215,5.13987,0.857658,0.475981,0.858227,0.431256,0.369878,1.19022,0.458214,0.500391
15.846,3.60984,1.09833,0.731437,3.19857,0.759786,0.418745,2.55463,0.58254,0.325348,1.16654,0.263698,0.157136,0.342441,0.311961,0.289026,0.572951,0.619544,0.596984
16.1852,2.50632,0.506711,0.298285,2.52113,0.553399,0.342361,2.62305,0.567192,0.336757,1.19241,0.250347,0.158801,0.351346,0.288362,0.291322,0.587474,0.378269,0.394677
16.5178,2.52313,0.550821,0.357082,2.5205,0.632075,0.376429,2.12484,0.540018,0.382261,1.12156,0.226676,0.145999,0.348986,0.327406,0.290517,0.578974,0.353154,0.357736
16.8869,2.02592,0.497547,0.292229,2.0993,0.535743,0.313134,2.49215,0.966994,0.697089,1.82487,0.403987,0.248625,0.757281,0.607461,0.622433,0.581265,0.453954,0.520259
17.2051,1.85358,0.509386,0.30331,2.36938,0.557314,0.31721,2.24486,0.552011,0.31941,1.08686,0.245989,0.152217,0.334251,0.279623,0.291381,0.577504,0.470081,0.426528
17.5335,
